load_zone,timestamp,component,injects_or_withdraws,value
inside_lvliang,86,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,86,zone_demand_mw,withdraws,-2338.313229
inside_lvliang,87,InjectIntoDistributedGrid,injects,2315.758267
inside_lvliang,87,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,87,zone_demand_mw,withdraws,-2315.758267
inside_lvliang,88,InjectIntoDistributedGrid,injects,2342.573377
inside_lvliang,88,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,88,zone_demand_mw,withdraws,-2342.573377
inside_lvliang,89,InjectIntoDistributedGrid,injects,2395.105275
inside_lvliang,89,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,89,zone_demand_mw,withdraws,-2395.105275
inside_lvliang,90,InjectIntoDistributedGrid,injects,2603.009954
inside_lvliang,90,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,90,zone_demand_mw,withdraws,-2603.009954
inside_lvliang,91,InjectIntoDistributedGrid,injects,2765.902806
inside_lvliang,91,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,91,zone_demand_mw,withdraws,-2765.902806
inside_lvliang,92,InjectIntoDistributedGrid,injects,2809.352111
inside_lvliang,92,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,92,zone_demand_mw,withdraws,-2809.352111
inside_lvliang,93,InjectIntoDistributedGrid,injects,2736.488167
inside_lvliang,93,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,93,zone_demand_mw,withdraws,-2736.488167
inside_lvliang,94,InjectIntoDistributedGrid,injects,2718.946587
inside_lvliang,94,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,94,zone_demand_mw,withdraws,-2718.946587
inside_lvliang,95,InjectIntoDistributedGrid,injects,2621.304767
inside_lvliang,95,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,95,zone_demand_mw,withdraws,-2621.304767
inside_lvliang,96,InjectIntoDistributedGrid,injects,2483.380726
inside_lvliang,96,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,96,zone_demand_mw,withdraws,-2483.380726
outside_lvliang,1,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,1,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,1,zone_demand_mw,withdraws,-0.0
outside_lvliang,2,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,2,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,2,zone_demand_mw,withdraws,-0.0
outside_lvliang,3,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,3,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,3,zone_demand_mw,withdraws,-0.0
outside_lvliang,4,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,4,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,4,zone_demand_mw,withdraws,-0.0
outside_lvliang,5,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,5,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,5,zone_demand_mw,withdraws,-0.0
outside_lvliang,6,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,6,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,6,zone_demand_mw,withdraws,-0.0
outside_lvliang,7,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,7,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,7,zone_demand_mw,withdraws,-0.0
outside_lvliang,8,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,8,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,8,zone_demand_mw,withdraws,-0.0
outside_lvliang,9,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,9,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,9,zone_demand_mw,withdraws,-0.0
outside_lvliang,10,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,10,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,10,zone_demand_mw,withdraws,-0.0
outside_lvliang,11,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,11,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,11,zone_demand_mw,withdraws,-0.0
outside_lvliang,12,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,12,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,12,zone_demand_mw,withdraws,-0.0
outside_lvliang,13,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,13,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,13,zone_demand_mw,withdraws,-0.0
outside_lvliang,14,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,14,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,14,zone_demand_mw,withdraws,-0.0
outside_lvliang,15,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,15,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,15,zone_demand_mw,withdraws,-0.0
outside_lvliang,16,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,16,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,16,zone_demand_mw,withdraws,-0.0
outside_lvliang,17,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,17,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,17,zone_demand_mw,withdraws,-0.0
outside_lvliang,18,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,18,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,18,zone_demand_mw,withdraws,-0.0
outside_lvliang,19,InjectIntoDistributedGrid,injects,0.0
outside_lvliang,19,ZoneTotalDistributedDispatch,injects,0.0
outside_lvliang,19,zone_demand_mw,withdraws,-0.0
outside_lvliang,20,InjectIntoDistributedGrid,injects,0.0
