timestamp,G106344,G106345,G106346,G106347,G106348,G106349,G106470,G106471,G109041,G109042,G111092,G111093,G112778,G112779,G114088,G114089,G114090,outside_coal,s1,s10,s11,s2,s3,s4,s5,s6,s7,s8,s9,w1,w10,w11,w2,w3,w4,w5,w6,w7,w8,w9
20300120,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,32.2448,0,0,0,0,0,0,328.949,0,0,0,0,0,0,130.368,0,0,0
20300121,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.811,0,0,0,0,0,0,134.611,0,0,0
20300122,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.971,0,0,0,0,0,0,138.854,0,0,0
20300123,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.672,0,0,0,0,0,0,135.694,0,0,0
20350100,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.414,0,0,0,548.957,0,0,134.868,0,0,128.159
20350101,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.301,0,0,0,536.445,0,0,132.146,0,0,126.075
20350102,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.344,0,0,0,520.247,0,0,127.022,0,0,120.791
20350103,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.101,0,0,0,504.048,0,0,121.898,0,0,115.508
20350104,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.995,0,0,0,487.85,0,0,116.773,0,0,110.225
20350105,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,53.1645,0,0,0,0,0,0,303.471,0,0,0,468.916,0,0,116.117,0,0,110.703
20350106,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,106.329,0,0,0,0,0,0,296.948,0,0,0,449.982,0,0,115.461,0,0,111.182
20350107,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,159.493,0,0,0,0,0,0,290.424,0,0,0,431.048,0,0,114.804,0,0,111.661
20350108,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,396.1,0,0,0,0,0,0,323.171,0,0,0,504.639,0,0,143.833,0,0,131.529
20350109,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,428.998,0,0,0,0,0,0,355.905,0,0,0,577.03,0,0,0,0,0,151.115
20350110,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,1054.5,0,0,0,0,0,0,0,0,0,0,0,0,0,200.691,0,0,170.43
20350111,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,689.752,0,0,0,0,0,0,0,0,0,0,674.121,0,0,213.872,0,0,0
20350112,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,272.476,0,0,0,0,0,0,424.396,0,0,0,700.626,0,0,0,0,0,193.477
20350113,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.255,0,0,0,727.131,0,0,0,0,0,205
20350114,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,637.058,0,0,0,0,0,0,0,0,0,0,679.417,0,0,0,0,0,0
20350115,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,1463.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0274
20350116,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,692.82,265.44,0,0,0,0,0,0,0,0,0,583.99,0,0,0,0,0,0
20350117,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0.334619,867.958,194.35,0,0,0,0,0,0,0,0,0,539.367,0,0,0,0,0,159.782
20350118,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,597.573,123.259,0,0,0,0,0,348.455,0,0,0,494.744,0,0,152.88,0,0,46.185
20350119,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0.0898201,253.481,52.1682,0,0,0,0,0,329.741,0,0,0,450.121,0,0,135.486,0,0,135.821
20350120,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0.0598801,139.778,34.7788,0,0,0,0,0,342.191,0,0,0,491.407,0,0,137.095,0,0,134.656
20350121,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0.02994,84.4936,17.3894,0,0,0,0,0,354.641,0,0,0,532.694,0,0,138.704,0,0,133.491
20350122,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.717,0,0,0,573.98,0,0,140.312,0,0,132.327
20350123,0,0,485.76,67.8462,0,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.821,0,0,0,561.469,0,0,137.59,0,0,130.243
